origin,AggregateType,staked_length,unstaked_length,staked_coverage,overall_coverage,fully_connected_coverage,possible_peak_connected_coverage,staked_fully_connected_coverage,staked_possible_peak_connected_coverage
Cu9Ls6ds,Mean,1535,498,0.859,0.581,0.235,0.375,0.461,0.733
Cu9Ls6ds,Median,1538,503,0.860,0.582,0.245,0.393,0.480,0.769
FdH9QEQB,Mean,1532,501,0.857,0.581,0.219,0.382,0.428,0.748
FdH9QEQB,Median,1537,502,0.860,0.580,0.211,0.393,0.413,0.770
8yjHdsCg,Mean,1528,482,0.855,0.574,0.246,0.375,0.482,0.734
8yjHdsCg,Median,1533,480,0.857,0.574,0.230,0.407,0.450,0.797
8GLRbAst,Mean,1487,477,0.832,0.561,0.176,0.287,0.345,0.563
8GLRbAst,Median,1484,474,0.830,0.560,0.174,0.275,0.341,0.538
J3jZnDWM,Mean,1519,496,0.850,0.576,0.262,0.363,0.513,0.710
J3jZnDWM,Median,1540,502,0.861,0.578,0.264,0.411,0.518,0.804
6dtVKjb6,Mean,1534,507,0.858,0.583,0.264,0.381,0.516,0.746
6dtVKjb6,Median,1535,509,0.859,0.585,0.276,0.399,0.541,0.781
7knvB4bb,Mean,1541,489,0.862,0.580,0.244,0.393,0.478,0.770
7knvB4bb,Median,1541,489,0.862,0.581,0.258,0.413,0.505,0.809
TiMxX1ya,Mean,1534,480,0.858,0.576,0.276,0.391,0.541,0.765
TiMxX1ya,Median,1532,474,0.857,0.571,0.280,0.400,0.549,0.784
CVRr5oHC,Mean,1529,493,0.855,0.578,0.258,0.367,0.505,0.718
CVRr5oHC,Median,1537,492,0.860,0.577,0.287,0.376,0.562,0.737
D4r6Rcua,Mean,1536,490,0.859,0.579,0.249,0.371,0.488,0.726
D4r6Rcua,Median,1540,483,0.861,0.579,0.257,0.393,0.504,0.770
2dfgsiSa,Mean,1542,478,0.863,0.577,0.265,0.410,0.519,0.803
2dfgsiSa,Median,1544,481,0.864,0.576,0.275,0.418,0.539,0.819
f8JPS1sK,Mean,1534,497,0.858,0.580,0.243,0.373,0.475,0.731
f8JPS1sK,Median,1534,496,0.858,0.578,0.248,0.365,0.486,0.715
E2CDEydL,Mean,1534,486,0.858,0.577,0.251,0.380,0.492,0.743
E2CDEydL,Median,1535,487,0.859,0.577,0.269,0.393,0.528,0.769
NordEHiw,Mean,1537,498,0.860,0.581,0.258,0.371,0.506,0.727
NordEHiw,Median,1539,502,0.861,0.581,0.267,0.393,0.522,0.770
SerGoB2Z,Mean,1538,499,0.861,0.582,0.246,0.386,0.481,0.756
SerGoB2Z,Median,1542,502,0.862,0.585,0.263,0.407,0.516,0.798
3KW9Mzao,Mean,1537,496,0.860,0.581,0.270,0.404,0.529,0.792
3KW9Mzao,Median,1538,492,0.860,0.580,0.274,0.407,0.536,0.798
AE88LqgC,Mean,1533,470,0.858,0.573,0.221,0.384,0.433,0.752
AE88LqgC,Median,1535,475,0.859,0.572,0.249,0.393,0.487,0.770
9Yr5Wnba,Mean,1538,492,0.860,0.580,0.227,0.349,0.444,0.683
9Yr5Wnba,Median,1539,485,0.861,0.580,0.248,0.382,0.485,0.747
MNDEE2sg,Mean,1538,481,0.860,0.577,0.253,0.393,0.496,0.770
MNDEE2sg,Median,1538,478,0.860,0.579,0.264,0.410,0.516,0.803
EUcJwf7j,Mean,1535,492,0.859,0.579,0.228,0.368,0.447,0.720
EUcJwf7j,Median,1540,490,0.861,0.579,0.234,0.370,0.457,0.725
HUcasdKe,Mean,1541,505,0.862,0.584,0.271,0.393,0.530,0.770
HUcasdKe,Median,1540,506,0.861,0.584,0.267,0.395,0.522,0.774
vaoJKVZY,Mean,1539,495,0.861,0.581,0.163,0.273,0.320,0.534
vaoJKVZY,Median,1538,503,0.860,0.584,0.173,0.281,0.339,0.549
LodeuWMH,Mean,1543,500,0.863,0.584,0.267,0.403,0.524,0.788
LodeuWMH,Median,1541,492,0.862,0.583,0.308,0.415,0.602,0.813
FGiEdzde,Mean,1540,486,0.861,0.579,0.242,0.378,0.475,0.741
FGiEdzde,Median,1539,483,0.861,0.577,0.261,0.398,0.512,0.779
GGRsVQ5f,Mean,1527,489,0.854,0.576,0.265,0.379,0.519,0.742
GGRsVQ5f,Median,1537,486,0.860,0.580,0.268,0.405,0.525,0.793
7htu6a3y,Mean,1532,498,0.857,0.580,0.251,0.380,0.491,0.744
7htu6a3y,Median,1536,488,0.859,0.579,0.254,0.395,0.497,0.773
TahoeMHo,Mean,1539,492,0.861,0.580,0.252,0.389,0.493,0.761
TahoeMHo,Median,1539,495,0.861,0.582,0.285,0.404,0.558,0.791
CAN9K3yv,Mean,1537,500,0.860,0.582,0.273,0.379,0.535,0.742
CAN9K3yv,Median,1541,507,0.862,0.585,0.280,0.401,0.549,0.786
8YZpv8JD,Mean,1544,502,0.864,0.585,0.208,0.394,0.406,0.771
8YZpv8JD,Median,1540,505,0.862,0.584,0.229,0.392,0.448,0.768
LunaowJn,Mean,1486,462,0.831,0.557,0.151,0.274,0.296,0.537
LunaowJn,Median,1497,463,0.837,0.559,0.152,0.292,0.297,0.572
4o2TxN5R,Mean,1535,492,0.859,0.579,0.261,0.377,0.510,0.739
4o2TxN5R,Median,1535,500,0.859,0.581,0.275,0.397,0.539,0.777
CBUGET5P,Mean,1529,486,0.855,0.576,0.230,0.350,0.451,0.685
CBUGET5P,Median,1535,486,0.859,0.574,0.245,0.396,0.479,0.775
8AkVj5aA,Mean,1532,482,0.857,0.576,0.237,0.370,0.464,0.724
8AkVj5aA,Median,1535,489,0.859,0.576,0.261,0.406,0.511,0.796
8Gr59dE1,Mean,1534,487,0.858,0.578,0.228,0.378,0.447,0.741
8Gr59dE1,Median,1534,489,0.858,0.577,0.219,0.410,0.429,0.802
8bDP7mZs,Mean,1534,487,0.858,0.577,0.234,0.362,0.459,0.708
8bDP7mZs,Median,1536,493,0.859,0.580,0.257,0.394,0.503,0.772
C1WasioK,Mean,1537,496,0.860,0.581,0.266,0.379,0.521,0.741
C1WasioK,Median,1540,494,0.861,0.580,0.260,0.403,0.509,0.789
7SemrpW1,Mean,1535,490,0.859,0.579,0.225,0.374,0.440,0.732
7SemrpW1,Median,1537,492,0.860,0.582,0.233,0.398,0.455,0.779
D8izqaR9,Mean,1527,494,0.854,0.577,0.218,0.355,0.428,0.696
D8izqaR9,Median,1535,503,0.859,0.580,0.203,0.355,0.398,0.696
CquA9q57,Mean,1540,508,0.861,0.585,0.266,0.393,0.522,0.770
CquA9q57,Median,1541,507,0.862,0.585,0.276,0.405,0.541,0.794
2VA3q6Db,Mean,1533,497,0.857,0.580,0.222,0.372,0.435,0.729
2VA3q6Db,Median,1535,501,0.859,0.579,0.241,0.385,0.473,0.754
8n4pc4sC,Mean,1534,480,0.858,0.576,0.231,0.345,0.452,0.676
8n4pc4sC,Median,1539,482,0.861,0.574,0.261,0.383,0.511,0.751
DJHsoHQv,Mean,1542,500,0.863,0.583,0.247,0.384,0.483,0.752
DJHsoHQv,Median,1538,508,0.860,0.585,0.237,0.400,0.464,0.784
71M936kz,Mean,1535,496,0.859,0.580,0.220,0.370,0.431,0.725
71M936kz,Median,1537,497,0.860,0.580,0.223,0.392,0.436,0.768
dkisqBju,Mean,1532,480,0.857,0.575,0.257,0.379,0.503,0.742
dkisqBju,Median,1532,475,0.857,0.574,0.268,0.397,0.525,0.777
GiYSnFRr,Mean,1536,493,0.860,0.580,0.237,0.371,0.463,0.726
GiYSnFRr,Median,1539,490,0.861,0.579,0.253,0.398,0.495,0.780
8aySXUFr,Mean,1513,471,0.847,0.567,0.227,0.383,0.445,0.749
8aySXUFr,Median,1538,489,0.860,0.579,0.224,0.394,0.439,0.772
simpRo1F,Mean,1537,480,0.860,0.576,0.259,0.394,0.507,0.771
simpRo1F,Median,1537,477,0.860,0.575,0.265,0.402,0.520,0.786
8JpfpVye,Mean,1536,485,0.859,0.577,0.244,0.374,0.477,0.731
8JpfpVye,Median,1538,482,0.860,0.578,0.272,0.404,0.532,0.791
2gDeeRa3,Mean,1535,506,0.859,0.583,0.229,0.349,0.448,0.683
2gDeeRa3,Median,1540,501,0.861,0.580,0.237,0.388,0.463,0.759
2nUejUPz,Mean,1544,499,0.864,0.584,0.264,0.403,0.516,0.790
2nUejUPz,Median,1544,498,0.864,0.583,0.282,0.408,0.553,0.798
2Ue9zGmD,Mean,1546,488,0.865,0.581,0.277,0.384,0.542,0.751
2Ue9zGmD,Median,1540,482,0.862,0.577,0.274,0.399,0.536,0.782
DtY5Bzxd,Mean,1531,490,0.856,0.577,0.261,0.365,0.511,0.714
DtY5Bzxd,Median,1534,484,0.858,0.577,0.257,0.378,0.504,0.740
2RwFJJkh,Mean,1535,480,0.859,0.576,0.282,0.376,0.552,0.736
2RwFJJkh,Median,1534,489,0.858,0.576,0.318,0.411,0.622,0.806
4zYgFH4j,Mean,1533,487,0.858,0.577,0.202,0.369,0.396,0.722
4zYgFH4j,Median,1537,500,0.860,0.580,0.201,0.376,0.394,0.735
AswkbUbQ,Mean,1531,498,0.857,0.580,0.209,0.349,0.409,0.684
AswkbUbQ,Median,1536,506,0.859,0.584,0.202,0.384,0.396,0.753
5XKJwdKB,Mean,1491,472,0.834,0.561,0.203,0.302,0.397,0.591
5XKJwdKB,Median,1492,473,0.834,0.561,0.207,0.310,0.404,0.607
pgixuWVf,Mean,1538,501,0.861,0.583,0.272,0.394,0.533,0.772
pgixuWVf,Median,1539,501,0.861,0.586,0.287,0.406,0.562,0.796
2XQgZcio,Mean,1536,478,0.860,0.576,0.231,0.379,0.452,0.742
2XQgZcio,Median,1538,482,0.860,0.578,0.257,0.391,0.503,0.765
WUNoB9YQ,Mean,1534,488,0.858,0.578,0.193,0.353,0.378,0.691
WUNoB9YQ,Median,1535,488,0.859,0.576,0.220,0.393,0.431,0.770
6iTpVEx7,Mean,1537,490,0.860,0.579,0.256,0.393,0.502,0.770
6iTpVEx7,Median,1536,495,0.859,0.579,0.276,0.406,0.540,0.795
8fp2i8jh,Mean,1531,490,0.856,0.577,0.263,0.380,0.514,0.744
8fp2i8jh,Median,1538,490,0.860,0.579,0.290,0.408,0.568,0.798
3XR3msrD,Mean,1534,491,0.858,0.579,0.246,0.397,0.483,0.777
3XR3msrD,Median,1536,490,0.859,0.580,0.288,0.399,0.563,0.780
BPKAfGkk,Mean,1539,488,0.861,0.579,0.268,0.419,0.525,0.821
BPKAfGkk,Median,1538,479,0.860,0.577,0.256,0.423,0.502,0.828
cmshPgUz,Mean,1495,481,0.836,0.565,0.159,0.263,0.312,0.515
cmshPgUz,Median,1495,486,0.836,0.565,0.164,0.281,0.320,0.550
138KHwTq,Mean,1540,509,0.862,0.586,0.275,0.397,0.539,0.777
138KHwTq,Median,1541,506,0.862,0.585,0.295,0.406,0.578,0.795
5ndCsM6p,Mean,1533,489,0.857,0.578,0.239,0.376,0.469,0.735
5ndCsM6p,Median,1536,500,0.859,0.580,0.237,0.396,0.464,0.776
4ufH2sFD,Mean,1538,499,0.861,0.582,0.257,0.401,0.504,0.785
4ufH2sFD,Median,1541,499,0.862,0.580,0.262,0.406,0.513,0.796
ECNnK4Vj,Mean,1535,493,0.859,0.579,0.244,0.393,0.478,0.770
ECNnK4Vj,Median,1535,492,0.859,0.580,0.259,0.408,0.508,0.799
MCFmmmXd,Mean,1539,489,0.861,0.579,0.287,0.406,0.562,0.794
MCFmmmXd,Median,1540,492,0.861,0.578,0.318,0.410,0.623,0.804
2jS8AX38,Mean,1536,492,0.859,0.580,0.258,0.382,0.506,0.749
2jS8AX38,Median,1537,486,0.860,0.579,0.276,0.408,0.541,0.798
5p8qKVyK,Mean,1535,480,0.859,0.576,0.251,0.403,0.491,0.789
5p8qKVyK,Median,1537,479,0.860,0.580,0.263,0.408,0.516,0.800
8ebFZA8N,Mean,1539,489,0.861,0.579,0.260,0.371,0.510,0.726
8ebFZA8N,Median,1538,494,0.860,0.579,0.274,0.395,0.536,0.773
CpNnGGhg,Mean,1527,477,0.854,0.573,0.235,0.370,0.460,0.725
CpNnGGhg,Median,1536,484,0.859,0.577,0.245,0.383,0.480,0.750
5WgvknZo,Mean,1538,493,0.861,0.580,0.234,0.400,0.458,0.783
5WgvknZo,Median,1538,485,0.860,0.579,0.235,0.411,0.460,0.805
3crXzLp3,Mean,1529,488,0.855,0.576,0.271,0.389,0.530,0.761
3crXzLp3,Median,1534,501,0.858,0.580,0.267,0.413,0.523,0.810
9hQqNe3D,Mean,1537,483,0.860,0.577,0.233,0.378,0.456,0.740
9hQqNe3D,Median,1536,484,0.859,0.576,0.273,0.399,0.535,0.781
968z8KLF,Mean,1534,480,0.858,0.576,0.259,0.388,0.507,0.759
968z8KLF,Median,1538,489,0.860,0.578,0.292,0.412,0.572,0.807
vahMVcSS,Mean,1525,483,0.853,0.574,0.248,0.351,0.485,0.686
vahMVcSS,Median,1533,509,0.857,0.584,0.247,0.371,0.484,0.727
4Jryygoi,Mean,1539,487,0.861,0.579,0.265,0.395,0.519,0.772
4Jryygoi,Median,1537,488,0.860,0.577,0.272,0.393,0.532,0.770
Gb2M4Ee5,Mean,1531,479,0.856,0.574,0.242,0.384,0.474,0.753
Gb2M4Ee5,Median,1538,486,0.860,0.579,0.243,0.398,0.476,0.779
94HgFvsD,Mean,1526,482,0.854,0.574,0.233,0.356,0.456,0.696
94HgFvsD,Median,1531,482,0.856,0.575,0.248,0.396,0.486,0.775
2abwQG3v,Mean,1536,489,0.860,0.579,0.254,0.379,0.497,0.742
2abwQG3v,Median,1538,483,0.860,0.578,0.271,0.400,0.530,0.784
FCWkGAHD,Mean,1525,477,0.853,0.572,0.218,0.384,0.427,0.752
FCWkGAHD,Median,1536,487,0.859,0.578,0.235,0.403,0.460,0.789
HSZfYvEn,Mean,1537,502,0.860,0.583,0.225,0.350,0.441,0.685
HSZfYvEn,Median,1536,505,0.859,0.584,0.256,0.392,0.502,0.768
4vvaKfJy,Mean,1538,488,0.860,0.579,0.248,0.402,0.486,0.787
4vvaKfJy,Median,1536,490,0.859,0.579,0.249,0.407,0.487,0.797
NWY18yrP,Mean,1539,504,0.861,0.584,0.231,0.377,0.453,0.738
NWY18yrP,Median,1537,504,0.860,0.584,0.253,0.407,0.496,0.798
HnwMGBAw,Mean,1538,494,0.860,0.581,0.229,0.356,0.449,0.697
HnwMGBAw,Median,1543,505,0.863,0.581,0.258,0.374,0.506,0.732
7zAHbRxE,Mean,1538,496,0.861,0.581,0.253,0.382,0.496,0.748
7zAHbRxE,Median,1542,493,0.863,0.582,0.265,0.402,0.520,0.786
BuqMbtUp,Mean,1529,481,0.855,0.574,0.262,0.378,0.513,0.740
BuqMbtUp,Median,1533,476,0.857,0.573,0.270,0.397,0.529,0.777
9ppJrpsb,Mean,1492,476,0.835,0.563,0.177,0.290,0.346,0.568
9ppJrpsb,Median,1500,468,0.839,0.562,0.181,0.310,0.355,0.607
EoJLNYSq,Mean,1490,461,0.834,0.558,0.157,0.272,0.308,0.532
EoJLNYSq,Median,1493,465,0.835,0.562,0.155,0.277,0.303,0.543
CpdzCVza,Mean,1531,484,0.857,0.576,0.254,0.366,0.497,0.716
CpdzCVza,Median,1536,483,0.859,0.575,0.243,0.351,0.475,0.687
1KXvrkPX,Mean,1538,488,0.860,0.579,0.246,0.402,0.481,0.788
1KXvrkPX,Median,1538,494,0.860,0.581,0.268,0.408,0.524,0.799
6RmSMaZb,Mean,1537,492,0.860,0.580,0.244,0.374,0.477,0.733
6RmSMaZb,Median,1539,499,0.861,0.580,0.261,0.410,0.511,0.803
CoG8d9Fp,Mean,1533,490,0.857,0.578,0.242,0.351,0.475,0.687
CoG8d9Fp,Median,1531,491,0.857,0.578,0.260,0.395,0.508,0.774
E6cyDdEH,Mean,1535,482,0.859,0.576,0.213,0.354,0.417,0.692
E6cyDdEH,Median,1542,486,0.862,0.577,0.218,0.399,0.427,0.781
5VrW7YNB,Mean,1543,506,0.863,0.586,0.263,0.387,0.515,0.757
5VrW7YNB,Median,1542,499,0.863,0.583,0.273,0.407,0.534,0.798
ExnG6VdM,Mean,1534,494,0.858,0.579,0.237,0.375,0.464,0.734
ExnG6VdM,Median,1535,501,0.859,0.581,0.239,0.377,0.467,0.739
bXrKVQy7,Mean,1530,490,0.856,0.577,0.262,0.378,0.512,0.741
bXrKVQy7,Median,1533,491,0.857,0.578,0.275,0.399,0.538,0.781
7aR6AjK8,Mean,1529,492,0.855,0.577,0.252,0.378,0.493,0.740
7aR6AjK8,Median,1533,494,0.857,0.578,0.276,0.394,0.540,0.771
CbVp3Sb3,Mean,1537,501,0.860,0.582,0.246,0.386,0.481,0.757
CbVp3Sb3,Median,1543,502,0.863,0.584,0.250,0.404,0.489,0.790
9bxGPEvF,Mean,1534,492,0.858,0.579,0.214,0.386,0.418,0.756
9bxGPEvF,Median,1538,492,0.860,0.580,0.202,0.406,0.396,0.794
7XSCAfoJ,Mean,1536,487,0.859,0.578,0.213,0.366,0.418,0.717
7XSCAfoJ,Median,1537,481,0.860,0.577,0.222,0.376,0.435,0.736
EbuSoLTj,Mean,1534,488,0.858,0.578,0.205,0.347,0.402,0.679
EbuSoLTj,Median,1534,495,0.858,0.579,0.216,0.370,0.423,0.724
HVXXmNKk,Mean,1533,503,0.857,0.582,0.262,0.383,0.514,0.751
HVXXmNKk,Median,1534,499,0.858,0.580,0.278,0.396,0.544,0.775
C4iCqAQu,Mean,1535,478,0.859,0.575,0.256,0.389,0.501,0.761
C4iCqAQu,Median,1538,478,0.860,0.574,0.278,0.394,0.544,0.771
N2mA2dBn,Mean,1531,486,0.857,0.576,0.233,0.359,0.456,0.702
N2mA2dBn,Median,1535,475,0.859,0.576,0.234,0.373,0.459,0.730
6w2vQK2Z,Mean,1535,479,0.859,0.576,0.272,0.390,0.533,0.763
6w2vQK2Z,Median,1536,482,0.859,0.576,0.301,0.402,0.589,0.787
2XTfaBNt,Mean,1538,498,0.861,0.582,0.246,0.401,0.482,0.786
2XTfaBNt,Median,1538,505,0.860,0.582,0.238,0.404,0.465,0.792
8quzaRSx,Mean,1535,513,0.859,0.585,0.246,0.373,0.482,0.731
8quzaRSx,Median,1538,509,0.860,0.582,0.258,0.394,0.505,0.771
5marvipG,Mean,1533,493,0.857,0.579,0.222,0.372,0.434,0.729
5marvipG,Median,1538,502,0.860,0.581,0.216,0.392,0.422,0.768
A79u1awz,Mean,1536,486,0.859,0.578,0.253,0.399,0.495,0.781
A79u1awz,Median,1538,481,0.860,0.576,0.282,0.425,0.551,0.832
AmKhZ2k8,Mean,1533,487,0.857,0.577,0.245,0.354,0.481,0.694
AmKhZ2k8,Median,1540,491,0.861,0.581,0.243,0.398,0.475,0.780
AHCGTSrz,Mean,1526,477,0.854,0.573,0.218,0.355,0.427,0.695
AHCGTSrz,Median,1534,480,0.858,0.574,0.205,0.349,0.402,0.683
8MZFWowt,Mean,1537,495,0.860,0.581,0.255,0.389,0.499,0.761
8MZFWowt,Median,1542,495,0.862,0.578,0.264,0.418,0.516,0.818
8A4EdAdJ,Mean,1490,462,0.833,0.558,0.157,0.278,0.307,0.545
8A4EdAdJ,Median,1495,458,0.836,0.558,0.158,0.295,0.309,0.578
3RbsAuNk,Mean,1489,472,0.833,0.560,0.154,0.265,0.301,0.518
3RbsAuNk,Median,1497,468,0.837,0.560,0.167,0.281,0.327,0.550
BM3HeTqJ,Mean,1547,500,0.865,0.585,0.247,0.402,0.484,0.787
BM3HeTqJ,Median,1545,502,0.864,0.585,0.255,0.420,0.500,0.823
J9GZMuGa,Mean,1535,496,0.859,0.580,0.246,0.382,0.482,0.749
J9GZMuGa,Median,1534,496,0.858,0.581,0.271,0.405,0.530,0.792
9FXD1NXr,Mean,1534,502,0.858,0.582,0.277,0.386,0.542,0.757
9FXD1NXr,Median,1541,504,0.862,0.584,0.287,0.412,0.563,0.806
eUpcDVfC,Mean,1531,490,0.857,0.578,0.247,0.375,0.483,0.735
eUpcDVfC,Median,1536,493,0.859,0.577,0.267,0.393,0.522,0.770
Arvv3uwE,Mean,1547,509,0.865,0.587,0.264,0.406,0.516,0.796
Arvv3uwE,Median,1542,512,0.863,0.586,0.274,0.410,0.537,0.802
7Hp1e6Br,Mean,1538,501,0.861,0.583,0.215,0.389,0.420,0.762
7Hp1e6Br,Median,1540,501,0.862,0.583,0.200,0.398,0.392,0.779
uEhHSnCX,Mean,1533,485,0.858,0.577,0.253,0.383,0.495,0.749
uEhHSnCX,Median,1533,495,0.857,0.575,0.276,0.400,0.541,0.784
E3HNUGWG,Mean,1535,504,0.859,0.582,0.278,0.372,0.543,0.729
E3HNUGWG,Median,1535,500,0.859,0.583,0.299,0.388,0.585,0.760
Gzdpwmsq,Mean,1530,486,0.856,0.576,0.243,0.366,0.475,0.717
Gzdpwmsq,Median,1533,482,0.857,0.575,0.261,0.371,0.511,0.727
3rqEEEGj,Mean,1534,491,0.858,0.579,0.224,0.364,0.439,0.714
3rqEEEGj,Median,1538,495,0.860,0.582,0.249,0.393,0.488,0.769
DLFEnb17,Mean,1529,500,0.855,0.580,0.212,0.385,0.415,0.754
DLFEnb17,Median,1529,510,0.855,0.583,0.189,0.408,0.370,0.800
EwUVzgSP,Mean,1535,499,0.859,0.581,0.239,0.367,0.467,0.719
EwUVzgSP,Median,1536,500,0.859,0.581,0.262,0.394,0.513,0.772
2mDrrmhS,Mean,1524,486,0.852,0.574,0.203,0.330,0.397,0.646
2mDrrmhS,Median,1530,490,0.856,0.579,0.212,0.375,0.414,0.735
HsGWhcLq,Mean,1535,490,0.859,0.579,0.265,0.381,0.519,0.747
HsGWhcLq,Median,1535,487,0.859,0.578,0.263,0.396,0.515,0.775
4BevYSuc,Mean,1532,499,0.857,0.580,0.249,0.342,0.488,0.670
4BevYSuc,Median,1534,501,0.858,0.582,0.259,0.376,0.508,0.737
CZ7Shzc3,Mean,1536,496,0.859,0.581,0.267,0.378,0.523,0.740
CZ7Shzc3,Median,1537,496,0.860,0.581,0.298,0.395,0.584,0.774
sotEf7Y5,Mean,1529,497,0.855,0.579,0.230,0.368,0.451,0.721
sotEf7Y5,Median,1534,500,0.858,0.582,0.246,0.400,0.481,0.783
LitxAVo3,Mean,1531,481,0.857,0.575,0.266,0.360,0.522,0.706
LitxAVo3,Median,1533,486,0.857,0.582,0.265,0.350,0.520,0.685
34yGBMEv,Mean,1527,485,0.854,0.575,0.213,0.346,0.417,0.678
34yGBMEv,Median,1534,490,0.858,0.575,0.227,0.342,0.444,0.671
9NEsaMNV,Mean,1484,462,0.830,0.556,0.198,0.287,0.388,0.563
9NEsaMNV,Median,1486,461,0.831,0.556,0.198,0.289,0.387,0.565
zeroT6PT,Mean,1535,487,0.859,0.578,0.264,0.400,0.516,0.783
zeroT6PT,Median,1540,502,0.861,0.580,0.292,0.411,0.572,0.805
9e8SzLBT,Mean,1488,468,0.832,0.559,0.193,0.298,0.379,0.583
9e8SzLBT,Median,1490,466,0.834,0.558,0.194,0.302,0.381,0.591
JCmdhNCy,Mean,1528,484,0.855,0.575,0.234,0.356,0.457,0.696
JCmdhNCy,Median,1534,483,0.858,0.575,0.258,0.393,0.506,0.770
Hhn4usDj,Mean,1537,498,0.860,0.582,0.219,0.354,0.429,0.692
Hhn4usDj,Median,1544,504,0.864,0.585,0.209,0.350,0.409,0.686
4kL5QD8i,Mean,1539,492,0.861,0.580,0.288,0.406,0.563,0.794
4kL5QD8i,Median,1539,488,0.861,0.578,0.296,0.416,0.581,0.814
9q16BB7W,Mean,1495,461,0.836,0.559,0.153,0.271,0.299,0.531
9q16BB7W,Median,1496,463,0.837,0.561,0.153,0.282,0.300,0.552
AiBEt9kE,Mean,1531,498,0.857,0.580,0.268,0.390,0.525,0.763
AiBEt9kE,Median,1537,503,0.860,0.584,0.288,0.417,0.564,0.816
7MTjmteQ,Mean,1531,494,0.856,0.579,0.276,0.379,0.540,0.742
7MTjmteQ,Median,1540,495,0.861,0.582,0.278,0.396,0.544,0.775
Hr5GK3f5,Mean,1488,467,0.832,0.559,0.183,0.293,0.358,0.574
Hr5GK3f5,Median,1490,461,0.833,0.557,0.200,0.295,0.392,0.578
AaDBW2BY,Mean,1539,498,0.861,0.582,0.252,0.399,0.494,0.781
AaDBW2BY,Median,1540,496,0.861,0.584,0.237,0.409,0.464,0.800
DAS6zKbz,Mean,1533,502,0.858,0.581,0.247,0.367,0.484,0.718
DAS6zKbz,Median,1538,510,0.860,0.585,0.219,0.385,0.428,0.753
popscoyT,Mean,1535,498,0.859,0.581,0.247,0.402,0.484,0.788
popscoyT,Median,1539,497,0.861,0.580,0.251,0.408,0.491,0.798
4oenxERW,Mean,1527,476,0.854,0.572,0.250,0.359,0.489,0.703
4oenxERW,Median,1532,473,0.857,0.570,0.268,0.388,0.526,0.759
A31PGH4i,Mean,1531,487,0.856,0.577,0.248,0.361,0.485,0.706
A31PGH4i,Median,1538,483,0.860,0.576,0.278,0.411,0.544,0.804
Dq3piY2Z,Mean,1535,501,0.859,0.582,0.258,0.390,0.505,0.764
Dq3piY2Z,Median,1536,495,0.859,0.581,0.262,0.403,0.513,0.790
2dxz129Y,Mean,1539,489,0.861,0.580,0.273,0.408,0.535,0.799
2dxz129Y,Median,1540,508,0.861,0.583,0.278,0.417,0.545,0.816
E1SFkvPj,Mean,1539,487,0.861,0.579,0.217,0.405,0.425,0.792
E1SFkvPj,Median,1537,489,0.860,0.581,0.243,0.411,0.476,0.805
ECd2Jogm,Mean,1531,496,0.856,0.579,0.242,0.375,0.474,0.734
ECd2Jogm,Median,1534,497,0.858,0.584,0.254,0.402,0.498,0.787
8W5yW3AH,Mean,1540,496,0.862,0.582,0.310,0.414,0.607,0.812
8W5yW3AH,Median,1540,505,0.861,0.584,0.317,0.415,0.621,0.813
GdwLVjtB,Mean,1532,482,0.857,0.576,0.248,0.358,0.485,0.700
GdwLVjtB,Median,1534,477,0.858,0.574,0.278,0.382,0.544,0.749
FphFJA45,Mean,1530,485,0.856,0.576,0.265,0.404,0.518,0.791
FphFJA45,Median,1532,492,0.857,0.580,0.287,0.413,0.563,0.808
N55Crumv,Mean,1538,484,0.860,0.578,0.255,0.387,0.499,0.758
N55Crumv,Median,1535,492,0.859,0.579,0.238,0.397,0.466,0.778
CYkkaM5K,Mean,1484,488,0.830,0.563,0.180,0.281,0.353,0.551
CYkkaM5K,Median,1490,489,0.834,0.563,0.181,0.289,0.354,0.566
63sJMcjh,Mean,1537,494,0.860,0.580,0.247,0.392,0.484,0.768
63sJMcjh,Median,1537,493,0.860,0.580,0.267,0.406,0.523,0.794
ABC1U4cf,Mean,1531,508,0.857,0.583,0.256,0.376,0.501,0.735
ABC1U4cf,Median,1535,508,0.859,0.584,0.261,0.384,0.511,0.752
AWHfhBSM,Mean,1540,496,0.862,0.582,0.264,0.404,0.517,0.792
AWHfhBSM,Median,1537,498,0.860,0.581,0.273,0.403,0.535,0.790
5AsoSeQt,Mean,1542,504,0.863,0.585,0.270,0.395,0.529,0.773
5AsoSeQt,Median,1543,503,0.863,0.584,0.251,0.398,0.491,0.779
1EWZm7aZ,Mean,1527,473,0.854,0.572,0.222,0.374,0.435,0.732
1EWZm7aZ,Median,1536,471,0.859,0.571,0.248,0.391,0.485,0.765
Z8iSybix,Mean,1530,491,0.856,0.577,0.241,0.373,0.472,0.730
Z8iSybix,Median,1538,484,0.860,0.579,0.239,0.391,0.468,0.766
6XUsoRDf,Mean,1503,470,0.841,0.564,0.166,0.279,0.326,0.546
6XUsoRDf,Median,1505,467,0.842,0.564,0.161,0.302,0.315,0.591
74NLx5y1,Mean,1531,494,0.857,0.579,0.278,0.383,0.544,0.750
74NLx5y1,Median,1533,492,0.857,0.579,0.297,0.394,0.582,0.771
GXzK9tqZ,Mean,1533,497,0.858,0.580,0.260,0.384,0.508,0.751
